Crop,Disease,Temperature(C),Humidity(%),Rainfall(mm),Soil_pH,Soil_Moisture(%),Leaf_Spots,Wilting
Sugarcane,Red Rot,36.8,41,384,5.4,16,1,0
Soybean,Bacterial Blight,42.4,49,264,6.9,15,1,0
Cotton,Healthy,43.0,78,183,6.0,64,0,0
Grapes,Powdery Mildew,35.6,72,233,7.6,68,1,0
Soybean,Bacterial Blight,25.5,68,85,5.2,25,0,1
Soybean,Healthy,36.6,30,129,7.0,23,0,0
Apple,Healthy,20.2,47,37,7.0,19,0,0
Mango,Healthy,37.6,79,158,6.7,23,0,0
Groundnut,Rust,33.8,52,161,7.6,83,1,0
Apple,Healthy,21.4,74,288,7.1,66,0,0
Maize,Leaf Blight,37.7,94,69,5.8,90,1,0
Potato,Late Blight,27.6,49,390,7.6,78,1,1
Tomato,Early Blight,32.2,34,257,5.0,86,0,1
Cotton,Healthy,37.5,76,211,6.0,84,0,0
Apple,Healthy,28.7,74,244,6.2,24,0,0
Banana,Panama Disease,18.9,62,365,4.9,11,0,0
Chilli,Leaf Curl,23.4,68,256,5.1,28,0,1
Soybean,Bacterial Blight,31.2,68,326,5.2,34,1,0
Onion,Healthy,19.2,71,44,6.4,85,0,0
Potato,Early Blight,37.4,84,366,6.8,40,1,0
Sugarcane,Red Rot,29.6,91,239,6.4,84,0,1
Cotton,Leaf Curl Virus,18.8,35,312,7.9,71,0,1
Potato,Late Blight,29.2,69,283,5.1,71,1,1
Cotton,Healthy,35.7,88,225,6.0,45,0,0
Potato,Early Blight,24.7,66,234,6.2,67,1,1
Wheat,Healthy,17.2,84,246,5.2,70,1,0
Cotton,Leaf Curl Virus,32.8,65,336,7.4,22,1,1
Grapes,Powdery Mildew,31.2,30,298,4.8,85,1,1
Grapes,Healthy,44.2,89,250,5.3,11,0,0
Soybean,Healthy,16.9,83,184,6.0,88,0,0
Wheat,Smut,34.4,42,252,7.1,83,1,1
Onion,Healthy,35.2,57,151,7.7,64,0,0
Soybean,Bacterial Blight,40.3,53,365,5.5,27,0,0
Mango,Powdery Mildew,44.7,89,165,5.7,44,1,0
Sugarcane,Red Rot,27.6,65,174,7.4,46,1,0
Banana,Sigatoka,18.8,53,156,6.5,61,1,1
Onion,Healthy,35.4,53,16,8.0,42,0,0
Grapes,Downy Mildew,40.9,61,359,6.1,40,0,0
Chilli,Healthy,43.0,37,387,5.6,68,0,0
Wheat,Healthy,24.5,91,33,5.6,37,0,0
Potato,Late Blight,41.6,63,362,6.7,82,1,1
Onion,Healthy,40.6,87,4,5.7,23,0,0
Cotton,Boll Rot,28.0,61,202,6.9,17,0,1
Onion,Healthy,41.0,61,16,7.9,79,0,0
Apple,Fire Blight,34.3,77,362,5.2,86,1,1
Banana,Healthy,28.8,74,52,7.5,49,0,1
Grapes,Powdery Mildew,16.4,76,108,4.9,13,0,1
Onion,Downy Mildew,43.7,62,112,5.7,36,0,1
Onion,Downy Mildew,22.3,43,159,7.2,76,1,1
Tomato,Late Blight,43.8,74,280,5.6,46,1,0
Sugarcane,Smut,21.1,75,70,7.4,62,0,0
Tomato,Late Blight,31.6,68,282,5.9,19,0,1
Onion,Downy Mildew,41.6,91,166,8.1,89,1,1
Tomato,Septoria Leaf Spot,34.7,57,130,5.9,57,1,0
Soybean,Rust,42.9,76,72,6.9,55,0,1
Rice,Brown Spot,32.5,52,104,6.6,11,1,1
Groundnut,Rust,23.9,66,61,5.2,16,1,1
Soybean,Bacterial Blight,37.9,90,114,7.6,66,1,1
Soybean,Healthy,24.3,82,398,7.6,30,0,0
Soybean,Rust,16.1,49,136,7.9,75,1,1
Tomato,Septoria Leaf Spot,16.6,30,296,7.2,20,1,1
Wheat,Smut,42.7,94,242,6.5,18,1,1
Tomato,Septoria Leaf Spot,18.0,30,207,7.6,51,1,0
Apple,Apple Scab,25.3,60,211,7.0,19,1,1
Soybean,Bacterial Blight,31.8,46,222,5.5,64,0,0
Maize,Healthy,15.4,42,266,5.3,43,0,0
Grapes,Healthy,32.5,52,63,6.7,48,0,0
Tomato,Septoria Leaf Spot,34.4,50,162,6.0,23,1,0
Cotton,Leaf Curl Virus,41.5,32,129,5.5,38,1,1
Cotton,Leaf Curl Virus,34.3,69,59,7.4,48,1,1
Chilli,Anthracnose,15.4,72,33,7.3,38,0,1
Mango,Anthracnose,27.4,62,279,5.1,32,1,1
Maize,Downy Mildew,22.7,49,340,5.0,62,0,0
Soybean,Rust,18.7,32,243,7.5,55,1,1
Wheat,Rust,39.3,84,233,6.4,53,1,1
Groundnut,Tikka Disease,27.5,75,323,7.2,34,1,1
Potato,Healthy,24.0,56,237,6.4,70,0,0
Cotton,Healthy,30.9,41,219,7.5,39,0,0
Mango,Anthracnose,29.6,62,309,5.8,50,1,1
Tomato,Late Blight,19.6,56,55,7.0,16,1,1
Cotton,Boll Rot,22.3,34,58,5.7,89,1,1
Tomato,Healthy,37.9,94,241,7.6,72,0,0
Cotton,Boll Rot,26.6,42,211,7.6,45,1,1
Banana,Sigatoka,24.1,73,125,7.8,50,1,0
Soybean,Rust,23.5,61,353,6.9,36,0,1
Grapes,Downy Mildew,30.8,94,169,6.5,16,1,0
Chilli,Leaf Curl,39.6,68,121,5.3,44,1,1
Maize,Healthy,40.2,70,391,7.1,12,0,0
Cotton,Leaf Curl Virus,41.2,42,122,7.6,88,1,1
Maize,Healthy,36.5,86,37,7.1,48,0,0
Chilli,Healthy,17.0,35,103,7.3,14,1,0
Chilli,Anthracnose,28.0,34,353,5.0,69,1,1
Chilli,Healthy,21.6,47,381,7.4,75,0,0
Sugarcane,Red Rot,39.0,39,43,5.5,79,1,1
Onion,Purple Blotch,25.5,88,344,5.9,49,1,1
Onion,Purple Blotch,33.9,37,273,7.1,42,0,1
Onion,Purple Blotch,24.1,51,349,6.3,82,1,1
Rice,Healthy,24.3,60,116,5.4,88,0,0
Soybean,Bacterial Blight,25.3,54,151,5.3,87,0,1
Chilli,Leaf Curl,43.5,44,349,6.1,71,1,1
Wheat,Healthy,27.5,48,371,5.7,10,0,0
Soybean,Healthy,32.9,73,200,6.8,23,0,0
Soybean,Bacterial Blight,15.3,58,105,6.0,50,1,1
Rice,Brown Spot,42.5,94,145,6.6,83,1,1
Apple,Apple Scab,36.3,90,49,6.6,81,1,1
Groundnut,Tikka Disease,23.8,44,28,6.9,40,1,1
Wheat,Healthy,38.4,67,243,7.7,11,0,0
Tomato,Late Blight,40.3,85,239,7.7,82,1,0
Soybean,Rust,41.8,38,205,6.2,16,1,1
Groundnut,Tikka Disease,43.6,30,100,5.4,35,1,1
Rice,Bacterial Leaf Blight,15.8,44,230,7.3,43,1,0
Apple,Fire Blight,18.0,40,55,7.9,80,1,0
Onion,Purple Blotch,32.7,34,255,5.0,63,1,1
Apple,Fire Blight,22.6,36,94,5.2,25,1,0
Mango,Powdery Mildew,20.6,53,102,5.6,54,0,1
Groundnut,Healthy,32.2,77,81,6.3,60,0,0
Cotton,Healthy,25.8,51,397,5.4,48,0,1
Potato,Late Blight,28.2,44,47,5.8,68,0,0
Apple,Healthy,37.8,64,218,4.9,68,0,0
Cotton,Boll Rot,44.5,59,338,6.5,42,1,1
Soybean,Healthy,20.5,90,355,6.7,52,1,0
Onion,Downy Mildew,19.6,31,5,6.9,85,1,0
Potato,Healthy,38.3,34,42,5.4,29,0,0
Soybean,Healthy,17.6,47,83,5.5,75,0,0
Groundnut,Healthy,20.5,58,159,6.6,57,1,0
Maize,Downy Mildew,27.9,89,358,7.8,24,0,1
Groundnut,Tikka Disease,27.3,65,150,7.4,88,1,1
Wheat,Smut,31.1,33,196,6.8,76,1,1
Apple,Healthy,20.8,31,82,8.1,41,1,0
Grapes,Downy Mildew,15.6,79,108,5.8,50,0,1
Groundnut,Tikka Disease,28.0,47,289,4.8,80,1,1
Onion,Purple Blotch,42.0,53,369,6.7,62,1,1
Mango,Healthy,43.0,31,47,5.3,64,0,0
Onion,Healthy,23.3,84,160,6.9,63,0,1
Soybean,Bacterial Blight,32.8,92,123,7.1,61,1,0
Banana,Panama Disease,15.4,43,95,7.6,12,1,1
Wheat,Smut,38.7,38,381,5.9,47,1,1
Grapes,Powdery Mildew,15.1,78,347,6.4,47,1,1
Banana,Sigatoka,19.5,94,92,7.8,86,1,1
Onion,Downy Mildew,37.0,73,307,7.9,17,1,0
Chilli,Leaf Curl,26.6,93,175,7.5,90,1,1
Potato,Healthy,26.9,68,78,4.9,25,0,0
Apple,Fire Blight,37.3,84,217,5.2,80,0,0
Rice,Brown Spot,30.5,77,322,6.1,20,1,1
Soybean,Bacterial Blight,39.6,67,375,5.3,27,1,0
Groundnut,Tikka Disease,35.9,74,284,5.3,64,0,1
Grapes,Healthy,43.8,70,217,7.5,53,0,0
Mango,Powdery Mildew,16.3,91,385,7.6,22,1,1
Groundnut,Rust,23.1,60,18,8.0,74,1,1
Rice,Brown Spot,17.6,44,337,7.6,50,1,0
Wheat,Rust,38.0,53,71,6.6,30,0,1
Potato,Late Blight,22.0,54,132,6.7,15,1,0
Wheat,Healthy,15.1,39,224,5.8,50,0,0
Mango,Powdery Mildew,24.6,62,289,5.3,68,0,1
Rice,Healthy,42.3,71,133,6.2,78,0,0
Potato,Healthy,17.6,48,386,5.0,71,0,0
Wheat,Smut,34.2,51,358,6.9,80,1,1
Rice,Healthy,36.0,94,158,7.3,68,0,0
Tomato,Healthy,22.9,48,236,8.1,82,0,0
Potato,Late Blight,16.8,90,368,8.1,40,1,0
Maize,Healthy,35.8,73,58,5.9,47,0,0
Onion,Downy Mildew,32.8,78,389,7.2,41,1,1
Apple,Apple Scab,29.8,35,60,5.6,18,1,0
Onion,Purple Blotch,33.7,57,123,5.5,55,0,0
Mango,Healthy,40.6,90,378,7.3,31,0,0
Maize,Healthy,19.2,91,394,5.4,54,0,0
Soybean,Rust,33.4,58,359,6.0,40,1,1
Mango,Powdery Mildew,26.8,90,312,7.7,45,1,1
Groundnut,Rust,30.9,65,130,7.4,89,1,1
Banana,Healthy,21.9,80,97,7.8,58,0,0
Soybean,Rust,27.5,86,201,6.6,68,1,0
Mango,Healthy,25.2,82,93,6.2,71,0,1
Wheat,Rust,40.3,85,356,4.9,82,1,1
Maize,Leaf Blight,44.0,94,78,5.4,29,0,1
Apple,Fire Blight,33.6,77,223,7.4,35,0,0
Tomato,Early Blight,17.3,51,291,7.4,55,0,1
Wheat,Healthy,29.0,57,174,5.6,56,0,0
Groundnut,Healthy,43.6,94,6,6.8,19,0,0
Chilli,Anthracnose,26.3,47,124,5.1,31,1,0
Sugarcane,Healthy,17.4,48,269,5.0,40,1,0
Tomato,Late Blight,19.8,80,207,6.8,21,1,0
Rice,Brown Spot,36.6,50,129,8.1,33,0,0
Tomato,Septoria Leaf Spot,15.9,80,96,6.8,69,0,0
Potato,Early Blight,38.0,51,368,6.0,17,0,0
Tomato,Septoria Leaf Spot,18.8,47,19,6.9,52,1,1
Mango,Powdery Mildew,22.3,74,62,6.1,37,1,1
Potato,Healthy,16.1,85,110,5.4,42,0,0
Soybean,Rust,44.0,61,154,7.3,25,1,1
Mango,Healthy,34.4,32,371,7.0,12,0,0
Apple,Healthy,16.5,60,251,6.6,59,0,0
Grapes,Downy Mildew,38.9,85,333,6.0,58,1,1
Banana,Panama Disease,29.4,75,328,5.7,39,1,1
Groundnut,Healthy,44.3,39,280,6.4,35,0,0
Onion,Healthy,26.5,46,275,6.9,51,0,0
Apple,Fire Blight,35.0,88,285,7.8,46,1,1
Sugarcane,Healthy,25.8,52,11,7.9,51,0,0
Apple,Healthy,32.8,90,126,7.9,73,1,0
Apple,Fire Blight,38.3,40,360,6.8,25,1,1
Groundnut,Healthy,34.4,68,45,6.9,87,0,0
Onion,Purple Blotch,26.3,69,127,6.5,40,1,0
Chilli,Healthy,30.6,80,165,6.6,13,1,0
Onion,Healthy,29.1,47,372,5.3,52,0,0
Onion,Healthy,17.7,76,396,7.2,18,1,0
Cotton,Boll Rot,44.3,36,332,5.1,64,1,0
Banana,Panama Disease,28.2,64,324,5.5,65,1,1
Chilli,Anthracnose,19.5,88,269,5.8,73,1,1
Tomato,Early Blight,27.5,92,97,6.9,30,1,0
Chilli,Anthracnose,43.9,58,143,6.0,16,1,0
Cotton,Leaf Curl Virus,41.7,48,335,7.5,46,0,0
Soybean,Rust,31.8,54,176,7.9,52,1,0
Rice,Blast,19.1,86,122,5.0,40,1,0
Maize,Downy Mildew,34.3,83,270,7.2,31,1,1
Wheat,Rust,35.8,78,249,5.6,23,1,1
Chilli,Anthracnose,33.8,71,339,5.3,69,1,0
Banana,Sigatoka,24.5,45,27,6.0,18,0,1
Cotton,Leaf Curl Virus,40.7,57,74,6.2,50,1,1
Tomato,Healthy,25.7,42,90,5.9,24,0,0
Mango,Healthy,35.7,91,398,8.0,19,0,0
Banana,Healthy,30.5,84,100,5.3,54,0,0
Mango,Powdery Mildew,34.6,78,288,4.9,74,1,1
Maize,Downy Mildew,18.3,87,268,6.8,12,0,0
Cotton,Healthy,41.0,77,67,5.5,12,0,0
Rice,Healthy,37.0,72,327,7.1,46,1,0
Mango,Healthy,26.7,49,357,6.8,67,0,0
Groundnut,Tikka Disease,35.7,39,164,5.1,27,1,1
Chilli,Leaf Curl,44.3,53,347,7.9,61,1,1
Mango,Powdery Mildew,35.4,41,380,6.2,61,1,1
Tomato,Early Blight,35.3,60,20,6.5,77,1,1
Maize,Healthy,25.9,92,149,7.6,25,0,0
Cotton,Leaf Curl Virus,26.5,59,349,8.0,55,1,1
Grapes,Healthy,34.5,95,347,5.2,82,0,0
Wheat,Smut,21.5,75,355,5.9,61,0,0
Wheat,Powdery Mildew,42.3,66,85,7.8,11,1,0
Groundnut,Tikka Disease,27.9,57,382,6.9,66,1,0
Rice,Bacterial Leaf Blight,33.0,52,161,7.3,28,1,1
Groundnut,Healthy,35.0,65,381,8.0,65,0,1
Mango,Powdery Mildew,20.3,60,25,5.5,60,1,1
Onion,Purple Blotch,42.8,38,342,5.3,18,1,1
Sugarcane,Healthy,40.1,82,341,6.6,77,0,0
Chilli,Anthracnose,29.0,35,384,6.7,76,1,1
Sugarcane,Smut,18.6,90,173,5.5,49,1,1
Sugarcane,Smut,31.1,71,109,7.8,71,0,1
Cotton,Leaf Curl Virus,25.9,37,267,6.9,51,1,0
Cotton,Leaf Curl Virus,27.2,45,376,5.9,75,0,0
Sugarcane,Healthy,21.1,63,53,5.4,26,1,0
Apple,Apple Scab,33.1,47,318,5.3,77,1,0
Banana,Healthy,41.1,54,195,7.7,26,0,0
Cotton,Healthy,36.5,64,264,8.0,86,0,0
Onion,Healthy,30.4,82,147,7.3,44,0,0
Sugarcane,Healthy,30.5,54,354,5.6,20,1,0
Grapes,Downy Mildew,35.4,56,322,6.0,55,1,1
Grapes,Healthy,33.8,77,400,6.0,58,0,0
Rice,Blast,25.1,71,122,7.2,31,0,1
Groundnut,Healthy,15.7,59,204,5.7,34,0,0
Tomato,Septoria Leaf Spot,32.3,49,143,5.5,62,1,1
Banana,Healthy,28.5,81,213,5.7,17,0,0
Wheat,Smut,26.7,52,123,5.0,30,1,1
Onion,Healthy,29.5,47,212,5.1,50,0,0
Tomato,Early Blight,36.5,86,268,5.4,51,0,1
Cotton,Leaf Curl Virus,33.1,57,249,7.8,48,0,1
Tomato,Late Blight,42.0,33,279,4.8,39,1,1
Potato,Healthy,26.3,87,31,5.2,65,0,0
Mango,Healthy,36.4,50,111,6.0,47,0,0
Maize,Leaf Blight,16.4,88,208,5.1,14,0,1
Chilli,Anthracnose,34.4,76,41,5.8,35,0,0
Rice,Healthy,33.3,32,64,7.4,88,0,0
Wheat,Smut,39.7,46,110,8.1,70,0,1
Mango,Anthracnose,24.8,32,227,5.2,35,0,0
Rice,Brown Spot,40.4,44,365,6.7,61,1,0
Wheat,Rust,40.2,63,255,6.1,25,1,1
Soybean,Healthy,16.2,94,394,7.7,45,0,0
Maize,Leaf Blight,16.6,30,57,5.6,63,1,1
Mango,Powdery Mildew,16.8,39,262,8.1,33,1,1
Tomato,Early Blight,34.3,31,44,7.9,71,1,0
Soybean,Bacterial Blight,42.1,35,303,6.8,53,1,0
Soybean,Healthy,43.0,42,245,7.6,32,0,0
Mango,Powdery Mildew,41.3,89,242,8.2,88,1,1
Maize,Leaf Blight,37.3,89,324,5.5,49,1,1
Potato,Late Blight,24.4,47,119,7.1,45,1,1
Mango,Anthracnose,30.8,46,99,5.9,83,0,1
Banana,Healthy,32.0,48,389,7.3,84,0,0
Groundnut,Rust,32.0,95,140,6.9,81,1,1
Banana,Sigatoka,26.8,94,42,5.1,40,0,1
Wheat,Powdery Mildew,40.9,68,196,7.4,57,0,0
Tomato,Healthy,16.8,76,345,5.2,67,0,0
Grapes,Downy Mildew,33.9,79,291,6.0,77,1,0
Wheat,Rust,27.1,86,256,7.4,60,0,1
Sugarcane,Red Rot,40.9,78,189,6.1,23,1,0
Cotton,Boll Rot,24.3,77,265,5.5,42,0,1
Sugarcane,Red Rot,17.8,35,31,4.9,32,1,1
Apple,Healthy,18.5,49,205,7.5,89,0,0
Mango,Anthracnose,42.2,54,158,7.0,40,1,1
Cotton,Healthy,31.5,37,182,7.2,58,1,0
Grapes,Healthy,21.3,83,47,7.5,16,0,0
Potato,Healthy,28.0,34,177,7.0,70,0,0
Banana,Panama Disease,33.2,76,200,6.0,83,1,0
Maize,Healthy,33.4,78,5,7.1,57,0,0
Tomato,Septoria Leaf Spot,45.0,70,32,7.6,19,0,0
Grapes,Healthy,28.3,53,50,7.3,23,0,0
Tomato,Healthy,43.6,89,19,5.9,46,0,0
Groundnut,Healthy,37.4,33,366,8.0,66,0,0
Maize,Leaf Blight,26.2,70,59,5.2,42,1,1
Soybean,Bacterial Blight,23.3,33,38,5.0,56,1,0
Banana,Healthy,31.4,42,72,5.8,50,0,0
Rice,Brown Spot,23.3,50,287,7.9,85,1,1
Tomato,Healthy,44.0,51,68,6.3,73,0,0
Potato,Healthy,18.2,43,202,4.8,87,0,0
Chilli,Anthracnose,31.7,76,219,6.6,42,0,0
Tomato,Septoria Leaf Spot,23.6,91,312,6.0,18,1,1
Apple,Healthy,37.8,83,68,7.6,66,0,1
Groundnut,Rust,37.6,34,380,5.0,42,1,1
Rice,Bacterial Leaf Blight,44.9,81,134,8.0,61,0,0
Tomato,Septoria Leaf Spot,25.9,83,84,6.4,18,0,0
Sugarcane,Healthy,21.0,53,346,7.9,29,0,0
Rice,Healthy,20.5,89,178,7.2,90,0,0
Banana,Healthy,19.0,49,23,5.7,73,0,0
Apple,Fire Blight,35.0,46,327,5.9,31,1,0
Apple,Apple Scab,23.0,84,101,7.9,84,1,0
Rice,Bacterial Leaf Blight,27.3,90,82,8.1,87,1,1
Maize,Downy Mildew,31.4,44,113,7.0,31,1,1
Apple,Healthy,34.6,89,334,7.4,83,0,0
Cotton,Healthy,18.2,95,72,5.7,44,1,0
Tomato,Septoria Leaf Spot,20.5,93,30,6.0,57,1,1
Rice,Healthy,18.7,81,259,7.9,76,1,0
Apple,Apple Scab,42.8,64,120,6.3,52,0,1
Rice,Blast,31.2,88,69,4.9,10,1,1
Apple,Healthy,36.1,54,2,7.8,67,0,0
Grapes,Healthy,34.8,92,41,7.0,65,0,0
Chilli,Anthracnose,29.2,77,201,5.9,50,1,0
Maize,Downy Mildew,41.4,92,380,5.4,65,1,0
Wheat,Powdery Mildew,20.7,43,193,4.9,30,1,0
Wheat,Healthy,19.2,42,116,5.8,43,0,0
Groundnut,Healthy,25.2,86,352,6.6,62,0,0
Groundnut,Healthy,17.2,95,163,7.8,82,0,0
Apple,Fire Blight,34.2,38,216,5.1,10,0,1
Maize,Leaf Blight,36.7,95,219,6.6,29,0,1
Cotton,Healthy,33.9,32,185,6.5,44,0,0
Wheat,Smut,20.0,41,358,5.9,83,1,0
Groundnut,Healthy,37.3,94,63,8.1,71,0,0
Tomato,Healthy,36.5,76,69,5.9,36,0,0
Wheat,Rust,38.6,52,96,8.2,17,1,1
Grapes,Downy Mildew,22.0,47,190,5.3,12,0,1
Grapes,Healthy,19.9,42,319,7.7,42,0,0
Soybean,Bacterial Blight,17.2,80,16,5.3,13,0,0
Maize,Leaf Blight,24.0,39,312,6.1,80,1,0
Sugarcane,Healthy,43.4,82,251,7.5,87,0,0
Cotton,Healthy,20.8,77,121,5.2,47,0,0
Sugarcane,Smut,44.6,38,365,7.6,31,1,1
Tomato,Early Blight,32.1,76,9,6.2,63,1,0
Rice,Bacterial Leaf Blight,31.4,51,64,6.4,48,1,1
Cotton,Healthy,43.7,57,228,7.7,43,0,0
Tomato,Healthy,34.9,54,133,6.9,74,0,1
Groundnut,Tikka Disease,24.4,51,177,6.6,24,1,1
Groundnut,Tikka Disease,15.4,62,160,5.6,61,1,1
Sugarcane,Healthy,35.7,37,45,6.7,30,0,0
Onion,Purple Blotch,20.9,32,214,7.9,79,1,1
Banana,Sigatoka,29.0,94,11,5.6,53,0,1
Sugarcane,Healthy,15.3,75,262,7.9,75,0,0
Mango,Healthy,24.8,80,75,5.8,78,0,0
Onion,Healthy,43.4,89,160,7.2,22,0,0
Banana,Sigatoka,18.1,65,62,6.7,29,1,1
Chilli,Leaf Curl,15.1,87,25,4.9,43,0,1
Chilli,Leaf Curl,36.7,48,126,5.1,24,1,0
Rice,Blast,43.8,72,264,7.7,32,1,1
Chilli,Healthy,36.3,44,194,5.1,78,1,0
Grapes,Downy Mildew,30.8,86,85,5.4,39,1,1
Tomato,Septoria Leaf Spot,42.9,77,255,5.5,66,1,0
Wheat,Smut,19.3,69,217,6.6,10,1,1
Potato,Early Blight,19.9,90,194,7.8,14,1,1
Groundnut,Rust,20.9,77,19,6.7,33,1,1
Onion,Healthy,19.8,65,203,5.3,20,0,0
Potato,Early Blight,19.1,58,133,6.5,89,0,0
Onion,Downy Mildew,24.6,84,72,6.2,80,1,1
Soybean,Rust,30.4,87,127,5.8,33,1,1
Groundnut,Tikka Disease,30.5,40,358,5.0,17,1,1
Rice,Healthy,21.9,67,264,7.2,68,0,0
Rice,Bacterial Leaf Blight,41.6,92,269,7.2,50,1,0
Apple,Apple Scab,41.1,77,57,8.0,13,1,1
Maize,Leaf Blight,24.6,37,4,7.4,19,1,0
Maize,Healthy,20.1,37,97,6.3,66,0,1
Grapes,Powdery Mildew,44.8,82,393,7.3,14,1,1
Groundnut,Tikka Disease,16.5,61,11,7.4,22,0,1
Tomato,Early Blight,17.6,78,14,6.2,41,1,1
Rice,Healthy,41.5,31,60,6.0,78,0,0
Banana,Healthy,34.7,72,315,8.1,85,0,0
Groundnut,Rust,23.8,68,282,7.6,36,1,1
Maize,Downy Mildew,21.3,30,261,5.4,22,1,1
Maize,Downy Mildew,36.0,75,47,5.0,64,1,1
Maize,Leaf Blight,29.7,79,281,6.3,50,0,1
Maize,Downy Mildew,30.8,92,268,7.0,85,1,1
Chilli,Anthracnose,43.2,59,237,6.5,65,0,1
Potato,Healthy,36.6,37,159,5.8,34,1,0
Sugarcane,Red Rot,21.1,42,16,7.8,72,1,1
Rice,Brown Spot,17.8,34,92,6.4,61,1,1
Banana,Sigatoka,26.4,71,254,5.5,88,0,0
Apple,Healthy,39.0,85,232,5.0,48,0,0
Soybean,Bacterial Blight,27.3,90,129,6.6,41,0,1
Cotton,Leaf Curl Virus,26.1,52,363,5.8,34,1,1
Apple,Healthy,26.7,46,349,5.6,89,0,0
Cotton,Boll Rot,16.0,84,51,6.3,22,0,1
Soybean,Bacterial Blight,37.3,84,75,7.9,58,1,1
Mango,Powdery Mildew,43.8,52,309,5.2,21,0,0
Groundnut,Tikka Disease,31.3,52,136,4.9,37,1,1
Cotton,Boll Rot,24.5,92,42,6.0,13,0,1
Onion,Healthy,23.1,37,314,5.6,36,0,0
Banana,Healthy,21.2,86,65,4.9,87,0,0
Maize,Healthy,20.4,81,144,5.1,46,0,0
Mango,Anthracnose,24.5,74,222,5.9,52,1,1
Wheat,Healthy,19.7,36,116,6.7,54,1,0
Apple,Healthy,24.3,85,152,6.8,63,0,0
Rice,Healthy,30.8,47,351,5.0,19,0,0
Grapes,Healthy,25.9,62,106,6.0,25,0,0
Groundnut,Rust,25.2,53,373,8.1,61,1,0
Soybean,Bacterial Blight,33.2,70,245,8.0,30,0,1
Rice,Bacterial Leaf Blight,28.9,80,386,8.1,62,1,0
Onion,Downy Mildew,33.9,30,298,7.6,12,1,0
Onion,Purple Blotch,20.6,64,28,7.2,54,1,0
Cotton,Leaf Curl Virus,36.9,34,134,6.3,12,1,1
Rice,Blast,33.8,89,102,7.3,85,0,1
Groundnut,Healthy,18.0,59,237,7.4,36,0,0
Banana,Sigatoka,27.2,75,23,6.0,68,1,0
Onion,Downy Mildew,43.2,35,192,7.9,15,1,0
Chilli,Healthy,35.9,43,268,7.0,70,0,1
Maize,Leaf Blight,37.7,82,190,8.1,38,1,0
Tomato,Late Blight,26.4,44,392,7.7,86,0,1
Groundnut,Healthy,24.2,46,241,8.1,76,0,0
Sugarcane,Red Rot,22.9,89,217,7.9,48,1,1
Wheat,Healthy,19.0,40,293,6.6,13,0,0
Tomato,Septoria Leaf Spot,40.2,74,241,7.1,25,0,0
Mango,Healthy,18.8,82,228,7.6,58,0,1
Chilli,Anthracnose,37.7,75,390,6.5,24,1,1
Potato,Healthy,36.6,57,203,6.4,65,0,0
Mango,Powdery Mildew,39.2,53,199,4.9,12,0,1
Apple,Healthy,44.5,55,197,4.8,71,0,0
Maize,Leaf Blight,40.2,57,161,6.4,13,1,1
Groundnut,Rust,31.3,69,189,7.6,36,1,1
Groundnut,Healthy,33.1,41,195,7.3,42,0,0
Chilli,Healthy,24.9,47,333,7.9,83,1,1
Cotton,Healthy,25.0,31,376,5.8,65,0,0
Groundnut,Rust,17.1,72,137,7.8,49,1,1
Chilli,Leaf Curl,41.0,64,27,7.5,59,0,1
Soybean,Bacterial Blight,28.6,68,346,5.1,68,1,0
Potato,Early Blight,18.4,83,241,8.0,45,1,1
Groundnut,Rust,27.3,66,160,7.0,84,1,1
Sugarcane,Healthy,31.7,60,381,5.9,69,1,0
Apple,Healthy,41.2,77,152,7.3,28,0,0
Wheat,Powdery Mildew,34.4,62,390,6.1,35,1,1
Apple,Fire Blight,20.9,57,389,8.1,54,1,1
Groundnut,Rust,18.7,63,204,8.1,56,1,1
Sugarcane,Healthy,17.3,62,242,7.6,87,0,0
Apple,Healthy,41.6,85,75,6.4,66,0,0
Apple,Fire Blight,38.5,44,28,5.1,37,1,1
Cotton,Leaf Curl Virus,16.8,53,237,7.5,64,0,1
Tomato,Late Blight,27.6,37,164,5.5,20,1,0
Sugarcane,Red Rot,36.9,32,166,5.5,66,1,1
Groundnut,Rust,26.0,31,278,7.3,50,1,1
Apple,Apple Scab,30.3,90,214,7.2,76,1,1
Maize,Leaf Blight,42.3,70,390,6.9,81,1,1
Rice,Healthy,35.5,41,116,6.6,13,0,0
Onion,Downy Mildew,42.0,55,302,5.1,73,1,1
Sugarcane,Healthy,15.6,77,75,7.8,46,0,0
Grapes,Downy Mildew,35.9,42,332,7.0,37,0,0
Groundnut,Rust,22.2,92,326,8.2,88,0,1
Onion,Purple Blotch,28.4,92,205,6.5,30,1,0
Apple,Apple Scab,34.6,81,126,6.7,39,1,0
Soybean,Bacterial Blight,35.0,84,270,7.4,26,0,0
Soybean,Rust,20.0,63,199,7.3,35,0,1
Cotton,Boll Rot,15.2,82,290,6.2,53,1,0
Banana,Sigatoka,39.1,76,333,7.5,46,1,1
Grapes,Downy Mildew,18.3,89,248,7.0,75,1,1
Chilli,Leaf Curl,37.7,43,154,5.8,67,1,1
Cotton,Healthy,39.8,56,397,6.9,80,0,0
Sugarcane,Red Rot,39.4,60,116,6.8,64,1,1
Mango,Healthy,20.7,63,195,7.1,80,1,0
Wheat,Rust,32.2,59,344,7.1,40,1,1
